,CITY,STATE,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
2068,Ibiporã,PR,52848,43888.0,Comércio e reparação de veículos automotores e motocicletas,0,1411,6,5,239,0,7,75,560,71,55,21,30,25,61,72,7,63,36,12,66,0,0,0,0,2,2,2,2,204557602,4133581320,19124,8301,13,0,0,0,2
2069,Ibiquera,BA,4207,6267.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,21,1,0,0,0,0,0,13,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,192,206,0,0,0,0,1
2070,Ibiracatu,MG,6185,6426.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,72,0,0,1,0,0,3,18,9,0,0,0,0,0,1,2,7,3,0,28,0,0,0,0,0,0,0,0,0,0,431,816,0,0,0,0,3
2071,Ibiraci,MG,13444,45869.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",37366925,267,1,3,18,0,0,7,135,16,22,4,0,2,17,5,2,4,14,5,12,0,0,0,0,0,1,0,1,0,184642021,3472,724,2,0,0,0,1
2072,Ibiraiaras,RS,7449,36229.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",18997516,282,2,0,26,0,1,12,139,21,9,3,3,1,7,4,3,5,5,14,27,0,0,0,0,0,2,0,2,0,184541001,2928,712,1,0,0,0,2
2073,Ibirajuba,PE,7730,7298.0,"Administração, defesa, educação e saúde públicas e seguridade social",18887799,40,0,0,2,0,0,0,22,2,0,0,0,0,1,2,3,1,1,0,6,0,0,0,0,0,0,0,0,0,0,492,744,0,0,0,0,1
2074,Ibirama,SC,18567,20914.0,Demais serviços,45001029,879,5,1,264,3,1,30,278,39,47,8,8,11,33,25,8,18,22,21,57,0,0,0,0,1,2,1,2,61871593,284807862,8656,3732,15,0,0,0,2
2075,Ibirapitanga,BA,24238,8829.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",55838796,155,4,0,7,0,0,1,93,2,5,2,0,1,0,6,2,19,3,1,9,0,0,0,0,0,1,0,1,0,27171550,1018,799,0,0,0,0,1
2076,Ibirapuitã,RS,4159,26751.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",15728069,119,0,0,12,0,0,1,63,14,3,0,0,0,1,3,1,1,3,5,12,0,0,0,0,0,1,0,1,0,17356243,1659,371,1,0,0,0,1
2077,Ibirapuã,BA,8796,23739.0,Demais serviços,25749214,83,3,0,5,0,0,1,42,11,4,1,0,0,3,2,2,1,4,0,4,0,0,0,0,0,1,0,1,0,22818557,616,756,0,0,0,0,1
2078,Ibirarema,SP,7459,47003.0,Indústrias de transformação,23442380,145,17,0,11,0,2,2,49,25,10,2,0,2,4,6,2,3,6,1,3,0,0,0,0,1,1,1,1,20963114,50738688,1842,762,0,0,0,0,1
2079,Ibirataia,BA,17573,9741.0,"Administração, defesa, educação e saúde públicas e seguridade social",43673879,192,1,0,18,0,0,3,129,2,5,3,1,1,2,2,2,3,7,2,11,0,0,0,0,0,1,0,1,0,33013977,1254,2050,0,0,0,0,1
2080,Ibiraçu,ES,12471,18648.0,Demais serviços,0,365,3,0,37,0,1,15,126,36,19,8,5,4,32,35,3,3,12,8,18,0,0,0,0,0,3,0,3,0,183009146,2629,1243,55,0,0,0,2
2081,Ibirité,MG,175721,11375.0,"Administração, defesa, educação e saúde públicas e seguridade social",290146796,1610,0,2,202,1,2,192,617,88,51,18,8,8,53,81,4,85,21,35,142,0,0,0,0,4,2,4,2,206934536,1115580337,40656,14800,23,0,0,0,1
2082,Ibirubá,RS,20300,47581.0,Demais serviços,58489953,1041,11,2,100,4,2,39,439,113,62,15,6,13,44,34,4,26,34,32,61,0,0,0,0,1,3,1,3,32803719,1031166930,9562,1809,3,0,0,0,3
2083,Ibirá,SP,11980,18450.0,Demais serviços,34068489,410,71,0,36,0,0,18,158,15,34,9,3,2,12,8,3,11,20,4,6,0,0,0,0,2,1,2,1,54002775,35140487,4153,1242,1,0,0,0,1
2084,Ibitiara,BA,16779,5829.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,122,0,3,6,0,0,1,77,4,2,1,0,0,2,2,4,3,2,0,15,0,0,0,0,0,0,0,0,0,0,1383,1493,0,0,0,0,1
2085,Ibitinga,SP,58188,23270.0,Demais serviços,0,2031,88,1,521,0,3,48,805,84,121,25,8,34,50,62,4,31,69,31,46,0,0,0,0,3,2,3,2,486963924,699592631,22318,11623,1,0,0,0,3
2086,Ibitirama,ES,9379,16506.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,126,3,0,8,0,1,2,82,2,5,1,0,0,5,2,3,4,3,0,5,0,0,0,0,0,1,0,1,0,20226603,2020,1809,0,0,0,0,2
2087,Ibititá,BA,17957,5880.0,"Administração, defesa, educação e saúde públicas e seguridade social",38383039,166,0,0,6,0,0,2,52,0,2,0,0,0,2,3,2,13,5,1,78,0,0,0,0,0,0,0,0,0,0,1351,831,0,0,0,0,3
2088,Ibitiúra De Minas,MG,3528,14628.0,"Administração, defesa, educação e saúde públicas e seguridade social",10816518,53,1,0,19,0,0,0,25,1,2,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,928,427,0,0,0,0,1
2089,Ibituruna,MG,3009,12521.0,"Administração, defesa, educação e saúde públicas e seguridade social",11166080,62,2,3,8,0,0,1,31,0,7,0,0,0,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,492,144,0,0,0,0,1
2090,Ibiá,MG,24946,35799.0,Demais serviços,50261931,475,13,4,37,0,1,12,189,32,31,3,4,1,28,25,2,22,20,8,43,0,0,0,0,2,2,2,2,83139069,401093088,6518,2260,5,0,0,0,3
2091,Ibiúna,SP,77005,20750.0,Demais serviços,152448585,1532,34,1,75,1,3,59,792,56,117,13,15,21,52,84,2,73,32,17,85,0,0,0,0,4,2,3,2,363353792,494005059,26811,9937,9,0,0,0,2
2092,Ibotirama,BA,27762,12150.0,Demais serviços,89347563,644,4,2,39,0,0,13,373,10,33,7,2,4,24,19,2,35,35,5,37,0,0,2,270,1,3,1,3,90497616,306858912,3070,4860,0,0,0,0,1
2093,Icapuí,CE,19554,12555.0,"Administração, defesa, educação e saúde públicas e seguridade social",70281326,494,12,0,27,0,2,7,337,14,52,1,0,1,9,7,7,3,1,7,7,0,0,2,56,0,1,0,1,0,37041401,926,5028,0,0,0,0,3
2094,Icaraí De Minas,MG,11736,6404.0,"Administração, defesa, educação e saúde públicas e seguridade social",19621814,92,1,0,0,0,0,5,43,3,2,0,0,0,0,1,2,4,7,0,24,0,0,0,0,0,0,0,0,0,0,503,1153,0,0,0,0,1
2095,Icaraíma,PR,8561,23324.0,Demais serviços,24487395,222,2,1,20,0,0,9,109,18,8,3,1,1,4,3,2,10,6,2,23,0,0,0,0,2,1,2,1,103000900,84610035,2853,1691,0,0,0,0,3
2096,Icatu,MA,26651,5079.0,"Administração, defesa, educação e saúde públicas e seguridade social",47083273,80,0,0,0,0,0,0,21,1,0,0,0,0,0,2,2,45,0,0,9,0,0,0,0,1,0,1,0,25825230,0,220,1173,0,0,0,0,2
2097,Ichu,BA,6418,5998.0,"Administração, defesa, educação e saúde públicas e seguridade social",15029498,49,0,0,4,0,0,1,28,4,0,1,0,0,0,4,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,601,944,0,0,0,0,1
2098,Iconha,ES,13904,20788.0,Demais serviços,40676624,560,3,7,51,0,1,16,248,64,26,5,7,1,21,30,4,11,14,6,45,0,0,0,0,1,3,1,3,44507904,427019219,4214,3825,6,0,0,0,3
2099,Icém,SP,8055,50308.0,Construção,27841335,250,44,2,2,0,0,6,86,15,37,2,1,1,5,12,2,4,5,1,25,0,0,0,0,2,1,2,1,108799767,48083405,2618,644,2,0,0,0,1
2100,Icó,CE,67345,8004.0,"Administração, defesa, educação e saúde públicas e seguridade social",109543488,590,2,1,45,0,3,14,357,4,20,2,1,2,8,20,2,40,14,6,49,0,0,0,0,1,2,1,2,25964833,294369917,4538,17141,0,0,0,0,5
2101,Ielmo Marinho,RN,13559,7110.0,"Administração, defesa, educação e saúde públicas e seguridade social",33175100,37,4,1,3,0,0,0,16,0,0,0,0,0,1,1,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,698,1056,1,0,0,0,1
2102,Iepê,SP,8070,30176.0,Demais serviços,26825119,195,22,0,8,0,1,1,80,25,14,4,2,0,5,6,2,4,5,3,13,0,0,0,0,1,1,1,1,35485224,53800363,2673,777,1,0,0,0,1
2103,Igaci,AL,26031,6427.0,"Administração, defesa, educação e saúde públicas e seguridade social",57655187,214,1,1,5,0,1,2,86,10,3,0,1,1,4,2,2,35,1,0,59,0,0,0,0,1,1,1,1,7271649,35708565,1564,2850,0,0,0,0,1
2104,Igaporã,BA,16255,10274.0,"Administração, defesa, educação e saúde públicas e seguridade social",41258567,170,1,1,4,5,2,2,110,3,9,1,0,0,4,2,3,4,10,1,8,0,0,0,0,0,0,0,0,0,0,1302,928,0,0,0,0,1
2105,Igaracy,PB,6182,8164.0,"Administração, defesa, educação e saúde públicas e seguridade social",13296056,54,0,0,2,0,0,2,38,1,0,0,0,0,1,1,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,308,1060,0,0,0,0,1
2106,Igarapava,SP,29902,36466.0,Demais serviços,0,971,52,5,38,0,0,30,427,136,61,12,5,4,27,39,4,35,32,11,53,0,0,0,0,3,2,2,2,330168408,415811929,9527,1954,10,0,0,0,1
2107,Igarapé,MG,40468,16658.0,Demais serviços,45845545,795,7,3,83,0,5,44,295,82,36,9,7,14,39,39,2,37,43,6,44,0,0,0,0,2,2,2,2,147436160,321312682,11982,3499,8,0,0,0,1
2108,Igarapé Do Meio,MA,13968,11243.0,"Administração, defesa, educação e saúde públicas e seguridade social",40491853,66,7,0,1,0,0,0,23,0,3,0,0,0,0,0,1,22,0,0,9,0,0,0,0,0,0,0,0,0,0,455,1598,0,0,0,0,1
2109,Igarapé Grande,MA,11718,7353.0,"Administração, defesa, educação e saúde públicas e seguridade social",21597853,86,1,0,5,0,0,7,53,1,2,1,0,0,1,1,2,1,1,1,9,0,0,0,0,0,1,0,1,0,34405583,248,2321,0,0,0,0,1
2110,Igarapé-Açu,PA,37547,8891.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,259,12,0,5,0,1,2,143,2,8,0,0,0,7,6,2,26,8,6,31,0,0,1,95,1,2,1,2,61704210,65134306,1666,4084,0,0,0,0,1
2111,Igarapé-Miri,PA,60675,6054.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,200,2,0,21,0,1,2,139,5,3,0,0,0,5,3,2,2,5,1,9,0,0,0,0,1,4,1,4,10074914,198127527,853,4452,0,0,0,0,2
2112,Igarassu,PE,113956,20687.0,Demais serviços,171176351,953,19,5,115,0,3,32,422,57,46,11,13,3,23,40,4,91,19,10,40,0,0,1,75,2,3,2,3,206426109,517031743,15173,7626,1,0,0,0,4
2113,Igaratinga,MG,10420,30860.0,Indústrias de transformação,0,330,4,19,99,0,0,5,134,18,7,1,1,7,3,10,3,3,2,4,10,0,0,0,0,1,0,1,0,47281440,0,2375,2036,11,0,0,0,3
2114,Igaratá,SP,9397,18916.0,Demais serviços,36558309,213,20,0,24,0,0,9,72,4,14,4,5,5,6,19,2,9,5,2,13,0,0,0,0,0,0,0,0,0,0,3565,1141,5,0,0,0,1
2115,Igaraçu Do Tietê,SP,24525,11475.0,Demais serviços,50358618,701,23,1,31,0,1,16,299,160,75,10,1,4,9,19,2,19,5,7,19,0,0,0,0,2,2,2,2,48772026,157735291,7977,2703,0,0,0,0,1
2116,Igrapiúna,BA,14288,12418.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,89,10,0,7,1,0,1,33,8,3,2,0,2,2,7,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,428,920,0,0,0,0,1
2117,Igreja Nova,AL,24687,13426.0,"Administração, defesa, educação e saúde públicas e seguridade social",49638813,79,7,1,1,0,0,2,38,14,1,0,1,0,1,3,2,3,0,0,5,0,0,0,0,1,1,1,1,6169134,32573974,892,2984,0,0,0,0,1
2118,Igrejinha,RS,34630,44904.0,Indústrias de transformação,90974095,1591,3,2,444,0,5,70,546,51,58,25,23,17,52,101,4,48,51,22,69,0,0,1,38,2,3,2,3,234245418,508734391,13905,5605,23,0,0,0,1
2119,Iguaba Grande,RJ,26430,16153.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,331,1,0,13,0,1,20,137,5,16,7,1,4,7,53,3,23,7,7,26,0,0,0,0,2,1,2,1,95399109,67267833,7404,2744,0,0,0,0,5
2120,Iguape,SP,30519,20334.0,Demais serviços,67348065,483,15,4,16,0,1,12,245,9,59,5,3,3,16,22,2,20,5,10,36,0,0,0,0,2,2,2,2,152950630,11790332242,5708,2786,2,0,0,0,1
2121,Iguaracy,PE,12156,6529.0,"Administração, defesa, educação e saúde públicas e seguridade social",24755314,67,1,0,3,0,0,3,42,0,0,0,0,0,1,3,5,4,0,0,5,0,0,0,0,0,0,0,0,0,0,801,1231,0,0,0,0,3
2122,Iguaraçu,PR,4309,31260.0,Demais serviços,0,193,5,0,12,0,2,17,65,12,20,1,5,8,6,8,2,1,10,4,15,0,0,0,0,0,0,0,0,0,0,1627,546,3,0,0,0,1
2123,Iguatama,MG,8182,43342.0,Indústrias de transformação,16718602,206,7,1,15,0,2,5,83,15,10,0,6,2,11,9,3,6,11,6,14,0,0,0,0,1,0,1,0,33638605,0,2320,571,0,0,0,0,4
2124,Iguatemi,MS,15738,25345.0,"Administração, defesa, educação e saúde públicas e seguridade social",41386736,296,0,0,14,0,0,6,165,15,6,2,0,3,14,10,2,13,11,6,29,0,0,0,0,1,0,1,0,46913227,0,3289,2271,0,0,0,0,2
2125,Iguatu,PR,2303,27077.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",12485329,36,0,0,1,0,0,0,22,0,3,0,0,0,1,1,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,512,456,0,0,0,0,1
2126,Iguatu,CE,102013,13940.0,Demais serviços,198687855,1839,9,4,173,0,9,47,1104,31,92,14,5,33,50,56,3,43,55,33,78,0,0,0,0,2,3,2,3,217464742,1518991168,11463,32768,0,0,0,0,0
2127,Iguaí,BA,27865,7028.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,310,0,0,13,0,0,11,192,11,6,2,8,1,6,9,2,20,6,6,17,0,0,1,53,1,1,1,1,59476791,45213239,1197,1557,0,0,0,0,2
2128,Ijaci,MG,6406,52423.0,Indústrias de transformação,22714611,172,1,5,15,0,1,20,60,24,14,0,1,2,10,7,2,1,1,1,7,0,0,0,0,0,0,0,0,0,0,1550,536,0,0,0,0,1
2129,Ijuí,RS,83089,36686.0,Demais serviços,258739472,3699,12,0,296,5,13,197,1650,261,172,52,37,39,177,231,7,112,124,68,246,0,0,0,0,3,6,3,3,636498873,2152791750,33592,12364,7,1,0,1,2
2130,Ilha Comprida,SP,10476,53000.0,Indústrias extrativas,132838019,292,1,0,7,0,1,15,144,3,64,6,0,2,5,18,2,8,6,0,10,0,0,46,3053,1,0,1,0,24836972,0,2903,1559,1,0,0,0,2
2131,Ilha Das Flores,SE,8604,8322.0,"Administração, defesa, educação e saúde públicas e seguridade social",22883644,46,1,0,2,0,0,0,27,1,1,1,0,1,0,2,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,383,586,0,0,0,0,1
2132,Ilha De Itamaracá,PE,25346,8806.0,"Administração, defesa, educação e saúde públicas e seguridade social",43506889,201,3,0,12,0,1,15,73,3,23,5,0,1,2,31,3,6,1,7,15,0,0,1,34,0,1,0,1,0,143043488,2149,1473,0,0,0,0,1
2133,Ilha Grande,PI,9242,7258.0,"Administração, defesa, educação e saúde públicas e seguridade social",17378636,47,5,1,4,0,0,0,13,1,0,1,1,0,1,2,2,10,1,2,3,0,0,0,0,0,0,0,0,0,0,321,1682,0,0,0,0,0
2134,Ilha Solteira,SP,26443,21500.0,Demais serviços,98224256,796,11,0,45,0,2,23,356,14,80,12,2,8,42,41,3,31,53,16,57,0,0,0,0,2,2,2,2,332854653,320510978,9771,5832,2,0,0,0,1
2135,Ilhabela,SP,32782,91874.0,Indústrias extrativas,412979032,1022,5,0,23,0,1,41,346,15,298,12,4,18,29,95,4,23,23,24,61,0,0,3,99,3,2,3,2,351830283,329705456,8309,7994,2,0,0,0,2
2136,Ilhota,SC,13676,46244.0,Demais serviços,31317369,530,2,3,227,0,2,21,146,22,19,4,2,4,15,16,3,6,4,5,29,0,0,0,0,0,1,0,1,0,63649026,5122,2515,2,0,0,0,1
2137,Ilhéus,BA,178210,21744.0,Demais serviços,337797207,3022,29,11,181,0,10,136,1266,69,306,36,37,31,114,256,3,153,150,34,200,0,0,2,446,5,6,3,3,584377487,4401027266,21401,13109,9,1,0,0,4
2138,Ilicínea,MG,12289,15904.0,Demais serviços,0,233,2,0,31,0,0,6,121,13,7,1,1,3,7,1,2,5,14,2,17,0,0,0,0,0,0,0,0,0,0,3651,1923,0,0,0,0,1
2139,Ilópolis,RS,4205,27850.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",13054824,202,2,2,54,0,0,6,74,11,7,1,1,0,7,1,3,4,6,3,20,0,0,0,0,0,2,0,2,0,59945152,1758,347,4,0,0,0,1
2140,Imaculada,PB,11792,6173.0,"Administração, defesa, educação e saúde públicas e seguridade social",20884338,85,0,0,1,0,0,1,42,0,0,0,0,0,2,1,2,12,1,0,23,0,0,0,0,0,0,0,0,0,0,312,676,0,0,0,0,2
2141,Imaruí,SC,10752,16139.0,"Administração, defesa, educação e saúde públicas e seguridade social",24554280,262,2,3,20,0,1,11,122,7,11,3,4,0,6,5,7,13,4,10,33,0,0,0,0,0,1,0,1,0,35135561,3543,2379,3,0,0,0,2
2142,Imbaú,PR,12550,16241.0,Demais serviços,0,220,13,2,19,0,0,8,104,23,17,2,1,1,3,9,2,4,7,1,4,0,0,0,0,1,0,1,0,16235822,0,3194,1451,0,0,0,0,1
2143,Imbituba,SC,43624,31257.0,Demais serviços,0,1548,4,9,106,0,6,92,620,125,219,22,3,21,55,104,2,36,41,24,59,0,0,7,195,2,2,2,2,163759057,2365939844,18056,9094,33,0,0,0,8
2144,Imbituva,PR,31391,23095.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",60232928,776,25,0,173,0,1,27,324,50,21,6,8,4,15,14,2,33,24,12,37,0,0,1,43,2,2,2,2,85831409,273309953,10156,3649,1,0,0,0,3
2145,Imbuia,SC,6087,21495.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17434167,144,0,0,19,0,1,4,78,11,9,1,2,0,2,4,2,3,0,3,5,0,0,0,0,0,1,0,1,0,77072118,2469,998,0,0,0,0,1
2146,Imbé,RS,20294,21343.0,Demais serviços,76188089,697,0,0,57,0,1,44,338,11,88,6,8,15,19,55,2,6,8,9,30,0,0,1,480,0,2,0,2,0,251677697,8012,2586,12,0,0,0,1
2147,Imbé De Minas,MG,6862,8390.0,"Administração, defesa, educação e saúde públicas e seguridade social",13945798,31,0,0,3,0,0,0,17,0,1,0,0,0,0,3,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,776,1270,0,0,0,0,1
2148,Imigrante,RS,3152,58699.0,Indústrias de transformação,16540277,174,1,0,31,0,1,4,43,17,9,3,0,1,6,8,2,4,2,8,34,0,0,0,0,0,1,0,1,0,25489834,1217,436,10,0,0,0,2
2149,Imperatriz,MA,253873,27483.0,Demais serviços,0,5618,28,7,401,0,11,217,3060,178,280,71,35,64,206,328,5,154,320,45,208,0,0,1,100,8,10,3,4,2513354343,22005756462,45524,83339,1,1,0,0,4
2150,Inaciolândia,GO,6107,34727.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,162,14,0,8,0,0,2,84,8,7,1,0,0,5,9,4,4,7,1,8,0,0,0,0,0,1,0,1,0,63246461,955,806,0,0,0,0,1
2151,Inajá,PE,22374,6955.0,"Administração, defesa, educação e saúde públicas e seguridade social",37354213,102,1,0,9,0,0,0,79,0,5,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,768,1676,0,0,0,0,1
2152,Inajá,PR,3128,17297.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,57,0,2,7,0,0,2,24,5,1,1,0,0,3,2,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,882,387,0,0,0,0,1
2153,Inconfidentes,MG,7324,13128.0,"Administração, defesa, educação e saúde públicas e seguridade social",16146252,200,3,2,49,0,0,1,82,7,13,0,0,0,9,5,2,6,1,4,16,0,0,0,0,0,0,0,0,0,0,2066,923,0,0,0,0,1
2154,Indaiabira,MG,7525,7731.0,"Administração, defesa, educação e saúde públicas e seguridade social",16160328,88,7,0,8,0,0,1,33,2,1,0,0,0,0,2,2,4,1,0,27,0,0,0,0,0,0,0,0,0,0,462,954,0,0,0,0,2
2155,Indaial,SC,65000,35543.0,Indústrias de transformação,160561497,2923,8,5,838,3,6,258,905,107,128,31,26,53,83,184,8,72,53,56,99,0,0,0,0,2,2,2,2,208836356,1198337663,29854,10893,56,0,0,0,1
2156,Indaiatuba,SP,235367,49861.0,Demais serviços,817934047,8968,350,4,1042,1,27,592,3026,312,628,248,135,251,573,811,4,274,265,105,320,0,0,1,139,19,7,4,2,3882997878,2831374395,110807,47701,52,0,2,1,3
2157,Independência,CE,25962,8099.0,"Administração, defesa, educação e saúde públicas e seguridade social",45139661,281,5,1,4,0,0,7,204,8,6,1,1,1,7,3,2,3,4,1,23,0,0,0,0,1,0,1,0,44354457,0,1645,7429,0,0,0,0,5
2158,Independência,RS,6625,37854.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17599198,140,2,0,10,0,0,6,59,9,4,0,0,2,7,2,1,6,8,1,23,0,0,0,0,0,2,0,2,0,64546113,2597,809,2,0,0,0,1
2159,Indiana,SP,4936,12160.0,"Administração, defesa, educação e saúde públicas e seguridade social",14503125,221,10,1,43,0,0,6,100,18,8,2,1,1,7,6,2,1,0,3,12,0,0,0,0,1,0,1,0,42140366,0,1837,566,1,0,0,0,1
2160,Indianópolis,PR,4493,111939.0,Indústrias de transformação,0,106,0,0,16,0,0,0,50,21,3,0,0,0,1,1,2,3,6,1,2,0,0,0,0,0,0,0,0,0,0,1568,685,0,0,0,0,1
2161,Indianópolis,MG,6751,86970.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",0,76,4,1,8,0,0,0,31,7,3,2,1,1,3,4,4,4,1,0,2,0,0,0,0,0,1,0,1,0,66936092,1326,681,1,0,0,0,1
2162,Indiaporã,SP,3960,18324.0,Demais serviços,17356538,119,34,0,4,0,0,3,45,0,9,0,0,1,3,3,1,2,5,1,8,0,0,0,0,1,1,1,1,97358595,59744220,1668,473,0,0,0,0,1
2163,Indiara,GO,15056,21967.0,Demais serviços,36548807,341,17,5,32,0,1,8,159,34,21,3,4,3,10,9,3,13,9,4,6,0,0,0,0,0,2,0,2,0,223635232,3266,2050,0,0,0,0,1
2164,Indiaroba,SE,17600,9850.0,"Administração, defesa, educação e saúde públicas e seguridade social",36440138,118,4,1,1,0,0,5,29,3,4,0,0,1,2,3,3,18,1,0,43,0,0,0,0,0,1,0,1,0,26411255,1001,996,0,0,0,0,1
2165,Indiavaí,MT,2624,23080.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",13345657,37,1,0,11,2,0,2,13,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,265,487,0,0,0,0,1
2166,Ingazeira,PE,4549,7319.0,"Administração, defesa, educação e saúde públicas e seguridade social",15627248,37,1,0,1,0,0,1,9,0,1,0,0,0,0,0,5,3,2,0,14,0,0,0,0,0,0,0,0,0,0,293,506,0,0,0,0,1
2167,Ingaí,MG,2775,18859.0,"Administração, defesa, educação e saúde públicas e seguridade social",11422262,43,0,0,5,0,0,2,13,5,1,0,0,0,1,2,2,2,1,0,9,0,0,0,0,0,0,0,0,0,0,421,178,0,0,0,0,1
2168,Ingá,PB,18105,8405.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,200,2,0,10,0,0,4,100,2,8,2,0,2,4,8,2,31,4,2,19,0,0,0,0,0,0,0,0,0,0,1457,3292,0,0,0,0,2
2169,Inhacorá,RS,2315,25411.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",11169898,31,0,1,3,0,0,1,19,0,1,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,712,232,2,0,0,0,1
2170,Inhambupe,BA,40908,10849.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,275,9,0,24,0,3,10,148,13,12,3,1,1,5,13,2,5,12,2,12,0,0,0,0,1,2,1,2,16672227,162557688,2528,4605,0,0,0,0,1
2171,Inhangapi,PA,11224,9919.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,36,2,0,8,0,0,2,11,0,0,0,0,0,0,1,2,2,0,0,8,0,0,0,0,0,0,0,0,0,0,310,874,0,0,0,0,1
2172,Inhapi,AL,18637,5548.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,92,0,0,0,0,0,1,57,2,1,1,0,0,2,2,4,10,1,0,11,0,0,0,0,0,0,0,0,0,0,923,2577,0,0,0,0,1
2173,Inhapim,MG,24813,11693.0,Demais serviços,42596144,546,3,0,34,0,0,18,277,15,33,4,3,2,23,14,4,18,21,8,69,0,0,1,26,2,2,2,2,38751647,437554649,4966,4866,0,0,0,0,9
2174,Inhaúma,MG,6200,15202.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,127,7,9,13,0,1,8,36,9,10,1,1,2,2,10,3,7,0,0,8,0,0,0,0,1,0,1,0,37550548,0,1179,494,0,0,0,0,1
2175,Inhuma,PI,15056,7643.0,"Administração, defesa, educação e saúde públicas e seguridade social",25112377,196,1,0,5,0,1,4,116,4,1,1,0,0,3,3,2,24,4,2,25,0,0,0,0,0,0,0,0,0,0,1060,2120,0,0,0,0,1
2176,Inhumas,GO,51932,18933.0,Demais serviços,103154309,1399,16,0,242,0,2,50,617,94,47,24,6,9,64,70,4,52,45,14,43,0,0,2,64,3,2,2,2,205594701,904827567,15744,12377,0,0,0,0,1
2177,Inimutaba,MG,7445,11512.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,107,5,1,7,0,0,1,32,4,4,0,0,0,3,7,3,9,2,1,28,0,0,0,0,0,0,0,0,0,0,932,1035,0,0,0,0,1
2178,Inocência,MS,7641,32097.0,"Pecuária, inclusive apoio à pecuária",35669585,354,24,0,23,0,1,7,171,37,18,3,2,1,15,7,3,10,10,7,15,0,0,1,69,1,0,1,0,58715073,0,2236,1246,0,0,0,0,3
2179,Inácio Martins,PR,11319,13891.0,"Administração, defesa, educação e saúde públicas e seguridade social",26681120,225,21,0,27,0,0,3,74,27,5,0,0,0,7,4,3,12,10,1,31,0,0,0,0,1,0,1,0,25033182,0,2195,752,0,0,0,0,1
2180,Inúbia Paulista,SP,3907,31753.0,Demais serviços,13019666,103,22,0,6,0,0,1,39,6,6,0,2,1,3,2,2,2,1,0,10,0,0,0,0,0,0,0,0,0,0,1357,330,0,0,0,0,1
